,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
149,Nasser Al-Kharafi,50,2001,1956,Kharafi Group,relation,construction,new,57,male,Kuwait,KWT,34890773880.0,Middle East/North Africa,inherited,6.0,Non-Traded Sectors,True,Constrution,father,True,True
150,Abigail Johnson,50,2014,1946,Fidelity Investments,relation,finance,new,52,female,United States,USA,0.0,North America,inherited,17.3,Financial,True,Money Management,3rd generation,True,True
151,Boehringer family,51,1996,1885,Poehringer Ingelheim,relation,medicals,new,0,,Germany,DEU,2500000000000.0,Europe,inherited,4.1,New Sectors,True,Technology-Medical,3rd generation,True,True
152,Viktor Vekselberg,51,2014,1990,Renova Group,founder,"aluminum, oil",new,56,male,Russia,RUS,0.0,Europe,privatized and resources,17.2,Resource Related,True,Mining and metals,not inherited,True,True
153,David Sainsbury,52,1996,1869,Sainsbury's,relation,service,new,55,male,United Kingdom,GBR,1310000000000.0,Europe,inherited,4.1,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True
154,Lee Shau Kee,52,2001,1976,Henderson Land Development,founder/chairman,real estate,new,73,male,Hong Kong,HKG,169000000000.0,East Asia,self-made finance,5.9,Financial,True,Real Estate,not inherited,True,True
155,Lakshmi Mittal,52,2014,1989,ArcelorMittal,founder,raw materials,new,63,male,India,IND,0.0,South Asia,inherited,16.7,Resource Related,True,Non-consumer industrial,father,True,True
156,Seydoux/Schlumberger families,53,1996,1926,Schlumberger Well Services,,oilfield services,new,0,,France,FRA,1610000000000.0,Europe,inherited,4.0,New Sectors,True,Technology-Medical,not inherited,True,True
157,Eli Broad,53,2001,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,67,male,United States,USA,10600000000000.0,North America,self-made finance,5.8,Financial,True,Money Management,not inherited,True,True
158,Vladimir Lisin,53,2014,1992,NLMK,owner,raw materials,aquired,57,male,Russia,RUS,0.0,Europe,privatized and resources,16.6,Resource Related,True,Non-consumer industrial,not inherited,True,True
159,Masatoshi Ito,54,1996,1961,Ito-Yokado,founder,retail,new,71,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
160,James Goodnight,54,2001,1976,SAS institute,founder,software,new,58,male,United States,USA,10600000000000.0,North America,founder non-finance,5.7,New Sectors,True,Technology-Computer,not inherited,True,True
161,Cheng Yu-tung,54,2014,1929,Chow Tai Fook Enterprises,relation,real estate,new,88,male,Hong Kong,HKG,0.0,East Asia,inherited,16.2,Financial,True,Diversified financial,father,True,True
162,Fukuzo Iwasaki,55,1996,1923,Iwasaki Sangyo Group,relation,real estate,new,71,male,Japan,JPN,4710000000000.0,East Asia,inherited,4.0,Financial,True,Real Estate,father,True,True
163,Kyosuke Kinoshita,55,2001,1948,Acom,relation,consumer loans,new,60,male,Japan,JPN,4160000000000.0,East Asia,inherited,5.6,Financial,True,Money Management,father,True,True
164,Masayoshi Son,55,2001,1981,Softbank,founder/CEO,software,new,43,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,5.6,Non-Traded Sectors,True,Media,not inherited,True,True
165,Joseph Safra,55,2014,1955,Banco Safra (now Saftra Group),founder,finance,new,75,male,Brazil,BRA,0.0,Latin America,self-made finance,16.0,Financial,True,Money Management,not inherited,True,True
166,Mustafa Rahmi Koc,56,1996,1926,Koc Holding,relation,"energy, retail, manufacturing",new,65,male,Turkey,TUR,181000000000.0,Middle East/North Africa,inherited,4.0,Financial,True,Money Management,3rd generation,True,True
167,Paul Allen,56,2014,1975,Microsoft,founder,software,new,61,male,United States,USA,0.0,North America,founder non-finance,15.9,New Sectors,True,Technology-Computer,not inherited,True,True
168,Barbara Cox Anthony,57,1996,1898,Cox Enterprises,relation,communication,aquired,72,female,United States,USA,8100000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True
169,Luciano Benetton,57,2001,1965,Benetton Group,founder,fashion,new,65,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,5.5,Traded Sectors,True,Consumer,not inherited,True,True
170,Robert Pritzker,57,2001,1957,Hyatt,founder,real estate,aquired,74,male,United States,USA,10600000000000.0,North America,self-made finance,5.5,Financial,True,Real Estate,father,True,True
171,Thomas Pritzker,57,2001,1957,Hyatt,relation,real estate,aquired,50,male,United States,USA,10600000000000.0,North America,inherited,5.5,Financial,True,Real Estate,father,True,True
172,Leonid Mikhelson,57,2014,1994,Novatek,chairman of management committee,raw materials,new,58,male,Russia,RUS,0.0,Europe,privatized and resources,15.6,Resource Related,True,Energy,not inherited,True,True
173,Anne Cox Chambers,58,1996,1898,Cox Enterprises,relation,communication,aquired,76,female,United States,USA,8100000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True
174,Anne Cox Chambers,58,2014,1898,Cox Enterprises,relation,communication,aquired,94,female,United States,USA,0.0,North America,inherited,15.5,Non-Traded Sectors,True,Media,father,True,True
175,Francois Pinault,58,2014,1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,77,male,France,FRA,0.0,Europe,founder non-finance,15.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
176,Iris Fontbona,58,2014,1888,Antofagasta PLC,relation,raw materials,aquired,71,female,Chile,CHL,0.0,Latin America,inherited,15.5,Resource Related,True,Mining and metals,spouse/widow,True,True
177,Ronald Perelman,59,1996,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,53,male,United States,USA,8100000000000.0,North America,self-made finance,4.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True
178,Akira Mori,60,1996,1959,Mori Building,relation,construction,new,66,male,Japan,JPN,4710000000000.0,East Asia,inherited,3.9,Financial,True,Real Estate,father,True,True
179,Curt Engelhorn,60,2001,1865,BASF/Boehringer Mannheim/DePuy,relation,medicals,new,74,male,Germany,DEU,1950000000000.0,Europe,inherited,5.4,New Sectors,True,Technology-Medical,4th generation,True,True
180,Gordon Moore,60,2001,1968,Intel ,founder,software,new,72,male,United States,USA,10600000000000.0,North America,founder non-finance,5.4,New Sectors,True,Technology-Computer,not inherited,True,True
181,Hasso Plattner,60,2001,1972,SAP AG,founder,software,new,57,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,5.4,New Sectors,True,Technology-Computer,not inherited,True,True
182,Paul-Louis Halley,60,2001,1961,Promodes,relation,retail,new,0,male,France,FRA,1380000000000.0,Europe,executive,5.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
183,Otto Beisheim,61,1996,1963,Metro AG,founder,service,new,72,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
184,Azim Premji,61,2014,1945,Wipro Limited,relation,software,new,68,male,India,IND,0.0,South Asia,inherited,15.3,New Sectors,True,Technology-Computer,father,True,True
185,Gennady Timchenko,61,2014,2000,Gunvor Group,founder,oil trading,new,61,male,Russia,RUS,0.0,Europe,privatized and resources,15.3,Resource Related,True,Energy,not inherited,True,True
186,Mohammad Al Amoudi,61,2014,1970,MIDROC,founder,real estate,new,67,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,privatized and resources,15.3,Resource Related,True,Energy,not inherited,True,True
187,Madeleine Schickedanz,62,1996,1927,Quelle Versand,relation,retail,new,52,female,Germany,DEU,2500000000000.0,Europe,inherited,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
188,Brenninkmeijer family,63,1996,1841,C&A,relation,retail,new,0,,Netherlands,NLD,443000000000.0,Europe,inherited,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
189,Gordon Moore,64,1996,1968,Intel ,founder,software,new,67,male,United States,USA,8100000000000.0,North America,founder non-finance,3.7,New Sectors,True,Technology-Computer,not inherited,True,True
190,Friedrich Flick,64,2001,1919,Friedrich Flick Industrial Holding,relation,raw materials,new,74,male,Germany,DEU,1950000000000.0,Europe,inherited,5.3,Financial,True,Money Management,father,True,True
191,Gustavo Cisneros,64,2001,1929,Cisneros Group,relation,communication,new,55,male,Venezuela,VEN,123000000000.0,Latin America,inherited,5.3,Non-Traded Sectors,True,Media,father,True,True
192,Stefan Persson,64,2001,1947, H&M,relation, fashion, new,53,male,Sweden,SWE,240000000000.0,Europe,inherited,5.3,Traded Sectors,True,Consumer,father,True,True
193,Walter Haefner,64,2001,1957,Automation Center,founder,software,new,90,male,Switzerland,CHE,279000000000.0,Europe,founder non-finance,5.3,New Sectors,True,Technology-Computer,not inherited,True,True
194,Wang Jianlin,64,2014,1988,Dalian Wanda Group,founder,real estate,new,59,male,China,CHN,0.0,East Asia,self-made finance,15.1,Financial,True,Real Estate,not inherited,True,True
195,Walter Annenberg,65,1996,1936,Philadelphia Inquirer,relation,communication,aquired,0,male,United States,USA,8100000000000.0,North America,inherited,3.7,Non-Traded Sectors,True,Media,father,True,True
196,Charles Ergen,65,2014,1980,dish networtk,founder,communication,new,61,male,United States,USA,0.0,North America,founder non-finance,15.0,Non-Traded Sectors,True,Media,not inherited,True,True
197,Steven Ballmer,66,1996,1975,Microsoft,CEO,software,new,39,male,United States,USA,8100000000000.0,North America,executive,3.7,New Sectors,True,Technology-Computer,not inherited,True,True
198,Stefan Quandt,66,2014,1916,BMW,relation,cars,new,47,male,Germany,DEU,0.0,Europe,inherited,14.9,Traded Sectors,True,Consumer,father,True,True
199,Gregorio Perez Companc,67,1996,1968,Petrolera Perez Companc,relation,raw materials,new,61,male,Argentina,ARG,272000000000.0,Latin America,inherited,3.6,Traded Sectors,True,Consumer,father,True,True
200,German Larrea Mota Velasco,67,2014,1978,Grupo Mexio,founder,raw materials,new,60,male,Mexico,MEX,0.0,Latin America,privatized and resources,14.7,Resource Related,True,Mining and metals,not inherited,True,True
201,Curt Engelhorn,68,1996,1865,BASF/Boehringer Mannheim/DePuy,relation,medicals,new,69,male,Germany,DEU,2500000000000.0,Europe,inherited,3.6,New Sectors,True,Technology-Medical,4th generation,True,True
202,Yoshitaka Fukuda,68,2001,1967,Aiful,founder,finance,new,53,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,5.2,Financial,True,Money Management,not inherited,True,True
203,Harold Hamm,68,2014,1967,Continental Resources,founder,raw materials,new,68,male,United States,USA,0.0,North America,privatized and resources,14.6,Resource Related,True,Energy,not inherited,True,True
204,Shin Kyuk-Ho,69,1996,0,,,,,0,,South Korea,KOR,603000000000.0,East Asia,,3.6,Traded Sectors,True,Consumer,not inherited,True,True
205,Alfred Lerner,69,2001,1982,MBNA,chairman,credit cards,subsidiary,0,male,United States,USA,10600000000000.0,North America,executive,5.1,0,True,Other,not inherited,True,True
206,Donald Bren,69,2014,1864,Irvine Company,owner,real estate,aquired,81,male,United States,USA,0.0,North America,self-made finance,14.4,Financial,True,Real Estate,not inherited,True,True
207,Ray Dalio,69,2014,1975,Bridgewater Associates,founder,finance,new,64,male,United States,USA,0.0,North America,self-made finance,14.4,Financial,True,Hedge funds,not inherited,True,True
208,James Arthur and John Irving,70,1996,1882,J.D. Irving,relation,raw materials,new,0,male,Canada,CAN,627000000000.0,North America,inherited,3.5,Resource Related,True,Energy,3rd generation,True,True
209,Alain Wertheimer,70,2001,1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1380000000000.0,Europe,inherited,5.0,Traded Sectors,True,Consumer,3rd generation,True,True
210,August von Finck,70,2001,1890,"Allianz, Merk Finck & Co",relation,banking/insurance,new,70,male,Germany,DEU,1950000000000.0,Europe,inherited,5.0,Financial,True,Money Management,father,True,True
211,Donald Newhouse,70,2001,1909,Advance Publications,relation,communication,new,71,male,United States,USA,10600000000000.0,North America,inherited,5.0,Non-Traded Sectors,True,Media,father,True,True
212,Michael Otto,70,2001,1923,Metro AG,relation,retail,new,57,male,Germany,DEU,1950000000000.0,Europe,inherited,5.0,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
213,Samuel Newhouse,70,2001,1909,Advance Publications,relation,communication,new,73,male,United States,USA,10600000000000.0,North America,inherited,5.0,Non-Traded Sectors,True,Media,father,True,True
214,Philip Niarchos,71,1996,1952,Niarchos Ltd,relation,service,new,42,male,Greece,GRC,147000000000.0,Europe,inherited,3.5,0,True,Other,father,True,True
215,Georg Schaeffler,71,2014,1946,Schaeffler Group,relation,roller bearings,new,49,male,Germany,DEU,0.0,Europe,inherited,14.3,Traded Sectors,True,Non-consumer industrial,father,True,True
216,Wang Yue-che,72,1996,1954,Formosa Plastics,founder,raw materials,new,79,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,3.5,Traded Sectors,True,Consumer,not inherited,True,True
217,Luis Carlos Sarmiento,72,2014,1971,"Grupo Aval Acciones y Valores, SA",founder,finance,aquired,81,male,Colombia,COL,0.0,Latin America,self-made finance,14.2,Financial,True,Money Management,not inherited,True,True
218,Sakip Sabanci,73,1996,1926,Sabanci Holdings,relation,raw materials,new,63,male,Turkey,TUR,181000000000.0,Middle East/North Africa,inherited,3.5,Traded Sectors,True,Consumer,father,True,True
219,Laurene Powell Jobs,73,2014,1976,Apple,relation,software,new,50,female,United States,USA,0.0,North America,inherited,14.0,New Sectors,True,Technology-Computer,spouse/widow,True,True
220,Ronald Perelman,73,2014,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,71,male,United States,USA,0.0,North America,self-made finance,14.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True
221,Serge Dassault,73,2014,1914,Dassault Group,relation,aviation,new,88,male,France,FRA,0.0,Europe,inherited,14.0,0,True,Other,father,True,True
222,Erivan Haub,74,1996,1867,Tenglemann Group,relation,retail,new,63,male,Germany,DEU,2500000000000.0,Europe,inherited,3.4,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
223,Tiong Hiew King,75,1996,1976,Rimbunan Hijau Group,founder,raw materials,new,60,male,Malaysia,MYS,101000000000.0,East Asia,privatized and resources,3.4,Resource Related,True,Mining and metals,not inherited,True,True
224,Serge Dassault,75,2001,1914,Dassault Group,relation,aviation,new,76,male,France,FRA,1380000000000.0,Europe,inherited,4.9,0,True,Other,father,True,True
225,Kirk Kerkorian,76,1996,1924,MGM Grand,investor,real estate,aquired,78,male,United States,USA,8100000000000.0,North America,self-made finance,3.4,Financial,True,Real Estate,not inherited,True,True
226,Gunter Herz,76,2001,1949,Maxingvest AG,relation,coffee,new,60,male,Germany,DEU,1950000000000.0,Europe,inherited,4.8,Traded Sectors,True,Consumer,father,True,True
227,Tadashi Yanai,76,2001,1963,Fast Retailing/Uniqlo,founder,apparel,new,52,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,4.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
228,John Fredriksen,76,2014,1985,Frontline Ltd.,founder,oil tankers,aquired,69,male,Cyprus,CYP,0.0,Europe,founder non-finance,13.6,Traded Sectors,True,Other,not inherited,True,True
229,Vagit Alekperov,76,2014,1990,Lukoil,founder,raw materials,new,63,male,Russia,RUS,0.0,Europe,privatized and resources,13.6,Resource Related,True,Energy,not inherited,True,True
230,Sumner Redstone,77,1996,1936,National Amusements,relation,communication,new,72,male,United States,USA,8100000000000.0,North America,inherited,3.4,Non-Traded Sectors,True,Media,father,True,True
231,Denis Defforey,78,1996,1960,Carrefour,founder,service,new,0,male,France,FRA,1610000000000.0,Europe,founder non-finance,3.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
232,Rolf Gerling,78,2001,1904,Gerling Konzern,relation,insurance,new,46,male,Germany,DEU,1950000000000.0,Europe,inherited,4.7,Financial,True,Hedge funds,father,True,True
