,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
149,Luis Carlos Sarmiento,72,2014,1971,"Grupo Aval Acciones y Valores, SA",founder,finance,aquired,81,male,Colombia,COL,0.0,Latin America,self-made finance,14.2,Financial,True,Money Management,not inherited,True,True
150,Sakip Sabanci,73,1996,1926,Sabanci Holdings,relation,raw materials,new,63,male,Turkey,TUR,181000000000.0,Middle East/North Africa,inherited,3.5,Traded Sectors,True,Consumer,father,True,True
151,Laurene Powell Jobs,73,2014,1976,Apple,relation,software,new,50,female,United States,USA,0.0,North America,inherited,14.0,New Sectors,True,Technology-Computer,spouse/widow,True,True
152,Erivan Haub,74,1996,1867,Tenglemann Group,relation,retail,new,63,male,Germany,DEU,2500000000000.0,Europe,inherited,3.4,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
153,Tiong Hiew King,75,1996,1976,Rimbunan Hijau Group,founder,raw materials,new,60,male,Malaysia,MYS,101000000000.0,East Asia,privatized and resources,3.4,Resource Related,True,Mining and metals,not inherited,True,True
154,Kirk Kerkorian,76,1996,1924,MGM Grand,investor,real estate,aquired,78,male,United States,USA,8100000000000.0,North America,self-made finance,3.4,Financial,True,Real Estate,not inherited,True,True
155,Vagit Alekperov,76,2014,1990,Lukoil,founder,raw materials,new,63,male,Russia,RUS,0.0,Europe,privatized and resources,13.6,Resource Related,True,Energy,not inherited,True,True
156,Sumner Redstone,77,1996,1936,National Amusements,relation,communication,new,72,male,United States,USA,8100000000000.0,North America,inherited,3.4,Non-Traded Sectors,True,Media,father,True,True
157,Denis Defforey,78,1996,1960,Carrefour,founder,service,new,0,male,France,FRA,1610000000000.0,Europe,founder non-finance,3.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
158,John Paulson,78,2014,1994,Paulson & Co.,founder,finance,new,58,male,United States,USA,0.0,North America,self-made finance,13.5,Financial,True,Hedge funds,not inherited,True,True
159,Rupert Murdoch,78,2014,1923,News Limited,relation,communication,new,82,male,United States,USA,0.0,North America,inherited,13.5,Non-Traded Sectors,True,Media,father,True,True
160,Dieter von Holtzbrinck,79,2001,1948,Holtzbrinck,relation,communication,new,59,male,Germany,DEU,1950000000000.0,Europe,inherited,4.6,Non-Traded Sectors,True,Media,father,True,True
161,Edward Johnson,79,2001,1946,Fidelity Investments,relation,finance,new,70,male,United States,USA,10600000000000.0,North America,inherited,4.6,Financial,True,Money Management,father,True,True
162,Spiro Latsis,79,2001,1938,EFG International,relation,service,new,54,male,Greece,GRC,136000000000.0,Europe,inherited,4.6,Financial,True,Money Management,father,True,True
163,Ma Huateng,80,2014,1998,Tencent,founder,communication,new,42,male,China,CHN,0.0,East Asia,founder non-finance,13.4,New Sectors,True,Technology-Computer,not inherited,True,True
164,Quek Leng Chan,81,1996,1963,Hong Leong Financial Group,founder,finance,new,55,male,Malaysia,MYS,101000000000.0,East Asia,self-made finance,3.3,Financial,True,Money Management,not inherited,True,True
165,Gerald Cavendish Grosvenor,81,2014,1677,Grosvenor Group,relation,real estate,new,62,male,United Kingdom,GBR,0.0,Europe,inherited,13.0,Financial,True,Real Estate,5th generation or longer,True,True
166,Marvin Davis,82,2001,1945,Davis Petroleum,relation,raw materials,new,75,male,United States,USA,10600000000000.0,North America,inherited,4.5,Resource Related,True,Energy,father,True,True
167,Masatoshi Ito,82,2001,1961,Ito-Yokado,founder,retail,new,76,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,4.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
168,Michael Bloomberg,82,2001,1981,Bloomberg,founder,finance, new,58,male,United States,USA,10600000000000.0,North America,founder non-finance,4.5,Non-Traded Sectors,True,Media,not inherited,True,True
169,Pierre Omidyar,82,2001,1995,Ebay,founder and chairman,retail,new,33,male,United States,USA,10600000000000.0,North America,founder non-finance,4.5,New Sectors,True,Technology-Computer,not inherited,True,True
170,Reinhard Mohn,82,2001,1835,Bertelsmann,relation,entertainment,new,79,male,Germany,DEU,1950000000000.0,Europe,inherited,4.5,Non-Traded Sectors,True,Media,4th generation,True,True
171,Dilip Shanghvi,82,2014,1983,Sun Pharmaceutical Industries,founder,medicals,new,58,male,India,IND,0.0,South Asia,founder non-finance,12.8,New Sectors,True,Technology-Medical,not inherited,True,True
172,Henry Ross Perot Sr,83,1996,1962,Electronic Data Systems,founder,software,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,3.3,New Sectors,True,Technology-Computer,not inherited,True,True
173,Rupert Murdoch,85,1996,1923,News Limited,relation,communication,new,65,male,United States,USA,8100000000000.0,North America,inherited,3.2,Non-Traded Sectors,True,Media,father,True,True
174,Thomas and Raymond Kwok,86,2014,1963,Sun Hung Kai Properties,Relation,real estate,new,0,male,Hong Kong,HKG,0.0,East Asia,inherited,12.6,Financial,True,Real Estate,father,True,True
175,James Simons,88,2014,1982,Renaissance Technologies,founder,finance,new,75,male,United States,USA,0.0,North America,self-made finance,12.5,Financial,True,Hedge funds,not inherited,True,True
176,Michael and Rainer Schmidt-Ruthenbeck,89,1996,1923,Metro AG,relation,retail,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,3.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
177,Stanley Ho,90,1996,1962,Sociedade de Turismo e Divers?es de Macau,founder,real estate,new,74,male,Hong Kong,HKG,160000000000.0,East Asia,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True
178,James Arthur and John Irving,90,2001,1882,J.D. Irving,relation,raw materials,new,0,male,Canada,CAN,733000000000.0,North America,inherited,4.4,Resource Related,True,Energy,3rd generation,True,True
179,Rudolf Oetker,90,2001,1891,Oetker-Gruppe,relation,service,new,0,male,Germany,DEU,1950000000000.0,Europe,inherited,4.4,Traded Sectors,True,Consumer,3rd generation,True,True
180,Alberto Bailleres Gonzalez,90,2014,1960,Penoles,relation,raw materials,privatization,82,male,Mexico,MEX,0.0,Latin America,inherited,12.4,Resource Related,True,Mining and metals,father,True,True
181,Robin Li,91,2014,2000,Baidu,founder,communication,new,45,male,China,CHN,0.0,East Asia,founder non-finance,12.1,New Sectors,True,Technology-Computer,not inherited,True,True
182,Chatri Sophonpanich,92,1996,1944,Bangkok Bank,relation,finance,new,0,male,Thailand,THA,182000000000.0,East Asia,inherited,3.1,Financial,True,Money Management,not inherited,True,True
183,Lee Bass,92,2001,1919,Sid Richardson Gasoline Co,relation,raw materials,new,44,male,United States,USA,10600000000000.0,North America,inherited,4.3,Resource Related,True,Energy,father,True,True
184,Ernesto Bertarelli,92,2014,1906,Serono,relation,medicals,new,48,male,Switzerland,CHE,0.0,Europe,inherited,12.0,New Sectors,True,Technology-Medical,3rd generation,True,True
185,Lemos family,94,1996,1860,Efploia Shipping,,service,new,0,,Greece,GRC,147000000000.0,Europe,inherited,3.0,Financial,True,Money Management,not inherited,True,True
186,Fukuzo Iwasaki,95,2001,1923,Iwasaki Sangyo Group,relation,real estate,new,76,male,Japan,JPN,4160000000000.0,East Asia,inherited,4.2,Financial,True,Real Estate,father,True,True
187,David & Simon Reuben,95,2014,1990,Trans-World Metals,founder,raw materials,new,71,male,United Kingdom,GBR,0.0,Europe,self-made finance,11.5,Financial,True,Money Management,not inherited,True,True
188,Robert Kuok,95,2014,1971,Shangri-La Hotels,founder,real estate,new,90,male,Malaysia,MYS,0.0,East Asia,self-made finance,11.5,Financial,True,Diversified financial,not inherited,True,True
189,Khoo Teck Puat,97,1996,1960,Malayan Banking,founder,finance,new,79,male,Singapore,SGP,96400967339.0,East Asia,self-made finance,3.0,Financial,True,Real Estate,not inherited,True,True
190,Andrey Melnichenko,97,2014,1993,MDM Bank,founder,finance,new,41,male,Russia,RUS,0.0,Europe,privatized and resources,11.4,Resource Related,True,Energy,not inherited,True,True
191,Dhanin Chearavanont,97,2014,1921,Charoen Pokphand (CP Group),relation,retail,new,74,male,Thailand,THA,0.0,East Asia,inherited,11.4,Traded Sectors,True,Consumer,father,True,True
192,Henry Sy,97,2014,1960,SM Malls,founder,retail,new,89,male,Philippines,PHL,0.0,East Asia,self-made finance,11.4,Financial,True,Diversified financial,not inherited,True,True
193,Donald Bren,98,2001,1864,Irvine Company,owner,real estate,aquired,68,male,United States,USA,10600000000000.0,North America,self-made finance,4.0,Financial,True,Real Estate,not inherited,True,True
194,Erivan Haub,98,2001,1867,Tenglemann Group,relation,retail,new,68,male,Germany,DEU,1950000000000.0,Europe,inherited,4.0,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
195,Walter Annenberg,98,2001,1936,Philadelphia Inquirer,relation,communication,aquired,0,male,United States,USA,10600000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True
196,Jay and Arthur Pritzker,100,1996,1957,Hyatt,relation,real estate,aquired,0,male,United States,USA,8100000000000.0,North America,inherited,3.0,Financial,True,Real Estate,father,True,True
197,Ananda Krishnan,100,2014,1984,Usaha Tegas Sdn Bhd,founder,real estate,new,75,male,Malaysia,MYS,0.0,East Asia,founder non-finance,11.3,Non-Traded Sectors,True,Media,not inherited,True,True
198,German Khan,100,2014,1989,Alfa Group,founder,raw materials,new,52,male,Russia,RUS,0.0,Europe,privatized and resources,11.3,Resource Related,True,Energy,not inherited,True,True
199,Robert Pritzker,101,1996,1957,Hyatt,relation,real estate,aquired,69,male,United States,USA,8100000000000.0,North America,inherited,3.0,Financial,True,Real Estate,father,True,True
200,Lee Kun-Hee,102,2014,1938,Samsung,relation,software,new,72,male,South Korea,KOR,0.0,East Asia,inherited,11.1,New Sectors,True,Technology-Computer,father,True,True
201,Shiv Nadar,102,2014,1976,HCL,founder,software,new,68,male,India,IND,0.0,South Asia,founder non-finance,11.1,New Sectors,True,Technology-Computer,not inherited,True,True
202,Rudolf Oetker,104,1996,1891,Oetker-Gruppe,relation,service,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.9,Traded Sectors,True,Consumer,3rd generation,True,True
203,Henry Ross Perot Sr,104,2001,1962,Electronic Data Systems,founder,software,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,3.8,New Sectors,True,Technology-Computer,not inherited,True,True
204,Sid Bass,104,2001,1919,Sid Richardson Gasoline Co,relation,raw materials,new,58,male,United States,USA,10600000000000.0,North America,inherited,3.8,Resource Related,True,Energy,father,True,True
205,Koo Cha-kyung,105,1996,1947,LG Group,relation,software,new,0,male,South Korea,KOR,603000000000.0,East Asia,inherited,2.9,Financial,True,Diversified financial,father,True,True
206,Petr Kellner,106,2014,1991,PPF (Prvn? privatizacn? fond),founder,finance,new,49,male,Czech Republic,CZE,0.0,Europe,self-made finance,11.0,Financial,True,Money Management,not inherited,True,True
207,Robert & Philip Ng,106,2014,1970,Sino Group,relation,real estate,new,0,male,Singapore,SGP,0.0,East Asia,inherited,11.0,Financial,True,Real Estate,father,True,True
208,Steve Cohen,106,2014,1992,SAC Capital Advisors,founder,finance,new,58,male,United States,USA,0.0,North America,self-made finance,11.0,Financial,True,Hedge funds,not inherited,True,True
209,Karl-Heinz Kipp,107,1996,1965,Massa,founder,retail,new,72,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
210,Robert Kuok,109,2001,1971,Shangri-La Hotels,founder,real estate,new,78,male,Malaysia,MYS,92783947368.0,East Asia,self-made finance,3.7,Financial,True,Money Management,not inherited,True,True
211,Sanjiv Sidhu,109,2001,1988,i2 Technologies,founder,software,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,3.7,Financial,True,Money Management,not inherited,True,True
212,Shari Arison,109,2001,1972,Carnival Corporation,relation,finance,new,43,female,Israel,ISR,130000000000.0,Middle East/North Africa,inherited,3.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
213,Chey Jong-hyon,110,1996,1953,SK Group,founder,raw materials,aquired,0,male,South Korea,KOR,603000000000.0,East Asia,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True
214,Alexei Mordashov,111,2014,1993,Severstal,general director,raw materials,privatization,48,male,Russia,RUS,0.0,Europe,privatized and resources,10.5,Resource Related,True,Non-consumer industrial,not inherited,True,True
215,Hansjoerg Wyss,111,2014,1974,Synthes USA,founder/CEO,medicals,new division,79,male,Switzerland,CHE,0.0,Europe,founder non-finance,10.5,New Sectors,True,Technology-Medical,not inherited,True,True
216,Dietmar Hopp,112,1996,1972,SAP AG,founder,software,new,55,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.7,New Sectors,True,Technology-Computer,not inherited,True,True
217,Stefano Pessina,113,2014,1849,Alliance Boots,relation,medicals,aquired,72,male,Italy,ITA,0.0,Europe,executive,10.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
218,Lim Goh Tong,114,1996,1965,Genting Highlands,founder,real estate,new,78,male,Malaysia,MYS,101000000000.0,East Asia,self-made finance,2.7,Financial,True,Diversified financial,not inherited,True,True
219,Antonio Ermirio de Moraes,116,2001,1919,Votorantim Group,relation,raw materials,new,0,male,Brazil,BRA,560000000000.0,Latin America,inherited,3.5,Traded Sectors,True,Non-consumer industrial,father,True,True
220,Craig McCaw,116,2001,1987,McCaw Cellular,founder,communication,new,51,male,United States,USA,10600000000000.0,North America,founder non-finance,3.5,Non-Traded Sectors,True,Media,not inherited,True,True
221,Kazuo Okada,116,2001,1973,Wynn Resorts,founder,real estate,new,58,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,3.5,Financial,True,Real Estate,not inherited,True,True
222,Ng Teng Fong,116,2001,1962,Far East Organization,founder,real estate,new,72,male,Singapore,SGP,89285087395.0,East Asia,self-made finance,3.5,Financial,True,Real Estate,not inherited,True,True
223,Sakip Sabanci,116,2001,1926,Sabanci Holdings,relation,raw materials,new,68,male,Turkey,TUR,196000000000.0,Middle East/North Africa,inherited,3.5,Traded Sectors,True,Consumer,father,True,True
224,Sergei Galitsky,117,2014,1994,Magnit,founder,retail,new,46,male,Russia,RUS,0.0,Europe,founder non-finance,10.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
225,Leo Kirch,118,1996,1956,Kirch Group,founder,communication,new,0,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.6,Non-Traded Sectors,True,Media,not inherited,True,True
226,John Latsis,120,1996,1938,EFG International,relation,service,new,0,male,Greece,GRC,147000000000.0,Europe,inherited,2.6,Financial,True,Money Management,father,True,True
227,Charles Butt,121,2014,1905,H-E-B supermarket,relation,service,new,76,male,United States,USA,0.0,North America,inherited,10.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
228,Carrie Perrodo,122,2014,1975,Perenco,relation,raw materials,new,63,female,France,FRA,0.0,Europe,inherited,10.0,0,True,Other,spouse/widow,True,True
229,David Tepper,122,2014,1993,Appaloosa Management,founder,finance,new,56,male,United States,USA,0.0,North America,self-made finance,10.0,Financial,True,Hedge funds,not inherited,True,True
230,George Kaiser,122,2014,1940,Kaiser-Francis Oil Company,relation,raw materials,new,71,male,United States,USA,0.0,North America,inherited,10.0,Resource Related,True,Energy,father,True,True
231,Jack Ma,122,2014,1999,Alibaba group,founder,communication,new,49,male,China,CHN,0.0,East Asia,founder non-finance,10.0,New Sectors,True,Technology-Computer,not inherited,True,True
232,Patrick Soon-Shiong,122,2014,1997,American Pharmaceutical Partners ,founder,medicals,new,62,male,United States,USA,0.0,North America,founder non-finance,10.0,New Sectors,True,Technology-Medical,not inherited,True,True
